"family","genus","species","latitude","insular_endemic","maximum_svl","hatchling_neonate_svl","activity_time","diet","foraging_mode","reproductive_mode","largest_clutch","age_first_breeding","iucn_redlist_assessment"
"Gekkonidae","Agamura","Agamura persica",30.99,"no",77,NA,"Nocturnal","Carnivorous",NA,"Oviparous",2,NA,"LC"
"Gekkonidae","Ailuronyx","Ailuronyx seychellensis",-4.57,"yes",116,30,"Nocturnal","Omnivorous",NA,"Oviparous",2,NA,"LC"
"Gekkonidae","Ailuronyx","Ailuronyx tachyscopaeus",-4.57,"yes",85,30,"Nocturnal","Omnivorous",NA,"Oviparous",2,NA,"NT"
"Gekkonidae","Ailuronyx","Ailuronyx trachygaster",-4.38,"yes",172,50.8,"Cathemeral","Herbivorous",NA,"Oviparous",NA,NA,"VU"
"Gymnophthalmidae","Alexandresaurus","Alexandresaurus camacan",-14.06,"no",70,NA,NA,NA,NA,NA,NA,NA,"NE"
"Lacertidae","Algyroides","Algyroides fitzingeri",40.65,"yes",45,19.9,"Diurnal","Carnivorous",NA,"Oviparous",4,NA,"LC"
"Lacertidae","Algyroides","Algyroides marchi",38.31,"no",53,23,"Diurnal","Carnivorous",NA,"Oviparous",5,NA,"EN"
"Lacertidae","Algyroides","Algyroides moreoticus",37.53,"no",50.3,20.4,"Diurnal","Carnivorous",NA,"Oviparous",8,12,"NT"
"Lacertidae","Algyroides","Algyroides nigropunctatus",41.86,"no",70,22,"Diurnal","Carnivorous",NA,"Oviparous",8,NA,"LC"
"Gymnophthalmidae","Alopoglossus","Alopoglossus angulatus",-4.02,"no",64,21.3,"Diurnal","Carnivorous","active foraging","Oviparous",2,NA,"LC"
"Gymnophthalmidae","Alopoglossus","Alopoglossus atriventris",-5.25,"no",55,22,"Diurnal","Carnivorous","active foraging","Oviparous",2,NA,"NE"
"Gymnophthalmidae","Alopoglossus","Alopoglossus buckleyi",-4.5,"no",62.3,NA,"Diurnal",NA,NA,"Oviparous",2,NA,"LC"
"Gymnophthalmidae","Alopoglossus","Alopoglossus copii",-1.54,"no",80,25,"Diurnal","Carnivorous",NA,"Oviparous",2,NA,"LC"
"Gymnophthalmidae","Alopoglossus","Alopoglossus embera",3.46,"no",55.3,NA,NA,NA,NA,NA,NA,NA,"NE"
"Gymnophthalmidae","Alopoglossus","Alopoglossus festae",-0.44,"no",64.5,NA,"Diurnal","Carnivorous","active foraging",NA,NA,NA,"LC"
"Gymnophthalmidae","Alopoglossus","Alopoglossus lehmanni",4,"no",33.3,NA,"Diurnal",NA,NA,NA,NA,NA,"NE"
"Gymnophthalmidae","Alopoglossus","Alopoglossus viridiceps",0.07,"no",64.1,NA,"Diurnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Alsophylax","Alsophylax laevis",38.51,"no",37.8,17.8,"Nocturnal","Carnivorous",NA,"Oviparous",2,12,"CR"
"Gekkonidae","Alsophylax","Alsophylax loricatus",40.92,"no",32.8,16,"Nocturnal","Carnivorous",NA,"Oviparous",2,NA,"VU"
"Gekkonidae","Alsophylax","Alsophylax pipiens",45.71,"no",41.6,17,"Nocturnal","Carnivorous",NA,"Oviparous",2,12,"LC"
"Gekkonidae","Alsophylax","Alsophylax przewalskii",39.54,"no",35.6,NA,"Nocturnal","Carnivorous",NA,"Oviparous",2,NA,"LC"
"Gekkonidae","Alsophylax","Alsophylax szczerbaki",41.22,"no",32.8,16,"Cathemeral","Carnivorous",NA,"Oviparous",2,8,"VU"
"Gekkonidae","Alsophylax","Alsophylax tadjikiensis",37.72,"no",31,NA,"Nocturnal","Carnivorous",NA,"Oviparous",2,NA,"CR"
"Gekkonidae","Altiphylax","Altiphylax baturensis",35.37,"no",58.5,NA,"Nocturnal","Carnivorous",NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Altiphylax","Altiphylax levitoni",34.57,"no",44.9,21,"Nocturnal","Carnivorous",NA,"Oviparous",2,NA,"LC"
"Gekkonidae","Altiphylax","Altiphylax mintoni",34.13,"no",40,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Altiphylax","Altiphylax stoliczkai",36.88,"no",55,23.6,"Nocturnal","Carnivorous",NA,"Oviparous",NA,NA,"LC"
"Gekkonidae","Altiphylax","Altiphylax tokobajevi",41.06,"no",49.5,21,"Nocturnal","Carnivorous",NA,"Oviparous",2,24,"LC"
"Diplodactylidae","Amalosia","Amalosia jacovae",-26.11,"no",61.6,26.6,"Nocturnal","Carnivorous",NA,"Oviparous",2,NA,"NE"
"Diplodactylidae","Amalosia","Amalosia lesueurii",-31.45,"no",80,26,"Nocturnal","Carnivorous",NA,"Oviparous",2,NA,"NE"
"Diplodactylidae","Amalosia","Amalosia obscura",-15.83,"no",62,NA,"Nocturnal","Carnivorous",NA,"Oviparous",NA,NA,"NE"
"Diplodactylidae","Amalosia","Amalosia rhombifer",-17.4,"no",80,22.5,"Nocturnal","Carnivorous",NA,"Oviparous",2,NA,"NE"
"Gymnophthalmidae","Amapasaurus","Amapasaurus tetradactylus",1.14,"no",36,NA,"Diurnal","Carnivorous",NA,"Oviparous",2,NA,"LC"
"Iguanidae","Amblyrhynchus","Amblyrhynchus cristatus",-0.55,"yes",560,110.5,"Diurnal","Herbivorous",NA,"Oviparous",6,41,"VU"
"Teiidae","Ameiva","Ameiva aggerecusans",-6.66,"no",99.3,NA,"Diurnal",NA,NA,NA,NA,NA,"NE"
"Teiidae","Ameiva","Ameiva ameiva",-8.34,"no",210,39.1,"Diurnal","Carnivorous","active foraging","Oviparous",11,6,"NE"
"Teiidae","Ameiva","Ameiva atrigularis",10.34,"no",190,NA,"Diurnal","Carnivorous","active foraging","Oviparous",5,8,"LC"
"Teiidae","Ameiva","Ameiva bifrontata",3.23,"no",128,NA,"Diurnal","Carnivorous",NA,"Oviparous",3,NA,"LC"
"Teiidae","Ameiva","Ameiva concolor",-7.62,"no",128,NA,"Diurnal",NA,NA,NA,2,NA,"LC"
"Teiidae","Ameiva","Ameiva fuliginosa",13.76,"yes",105,NA,"Diurnal",NA,"active foraging",NA,NA,NA,"NE"
"Teiidae","Ameiva","Ameiva jacuba",-18.37,"no",106,NA,NA,NA,NA,"Oviparous",3,NA,"NE"
"Teiidae","Ameiva","Ameiva nodam",-5.68,"no",101,NA,"Diurnal",NA,NA,NA,NA,NA,"NE"
"Teiidae","Ameiva","Ameiva pantherina",9.12,"no",152,NA,"Diurnal","Carnivorous",NA,"Oviparous",NA,NA,"DD"
"Teiidae","Ameiva","Ameiva parecis",-12.48,"no",90,36,"Diurnal","Carnivorous","active foraging","Oviparous",2,NA,"NE"
"Teiidae","Ameiva","Ameiva praesignis",9.44,"no",243,NA,"Diurnal","Carnivorous",NA,"Oviparous",5,8,"LC"
"Teiidae","Ameiva","Ameiva provitaae",8.48,"no",135,NA,"Diurnal","Carnivorous","active foraging",NA,NA,NA,"EN"
"Teiidae","Ameiva","Ameiva reticulata",-12.23,"no",149.1,NA,"Diurnal","Carnivorous","active foraging",NA,NA,NA,"NE"
"Teiidae","Ameivula","Ameivula abalosi",-25.38,"no",71.6,NA,NA,NA,NA,NA,NA,NA,"LC"
"Teiidae","Ameivula","Ameivula apipensis",-19.29,"no",63.3,NA,"Diurnal",NA,NA,NA,NA,NA,"LC"
"Teiidae","Ameivula","Ameivula cipoensis",-19.25,"no",71.3,NA,"Diurnal","Carnivorous","active foraging",NA,NA,NA,"NE"
"Teiidae","Ameivula","Ameivula confusioniba",-9.21,"no",76.5,NA,"Diurnal",NA,NA,NA,NA,NA,"NE"
"Teiidae","Ameivula","Ameivula jalapensis",-10.89,"no",58,NA,"Diurnal","Carnivorous","active foraging","Oviparous",1,NA,"NE"
"Teiidae","Ameivula","Ameivula mumbuca",-13.24,"no",59,NA,"Diurnal","Carnivorous","active foraging","Oviparous",1,NA,"NE"
"Teiidae","Ameivula","Ameivula nativo",-17.16,"no",69.5,30,NA,"Carnivorous","active foraging","Oviparous",4,NA,"NE"
"Teiidae","Ameivula","Ameivula nigrigula",-11.59,"no",90.1,NA,"Diurnal","Carnivorous","active foraging",NA,NA,NA,"NE"
"Teiidae","Ameivula","Ameivula ocellifera",-14.54,"no",120,27.5,"Diurnal","Carnivorous","active foraging","Oviparous",5,NA,"NE"
"Teiidae","Ameivula","Ameivula pyrrhogularis",-4.83,"no",89,NA,"Diurnal","Carnivorous","active foraging",NA,NA,NA,"NE"
"Teiidae","Ameivula","Ameivula xacriaba",-15.07,"no",70.2,NA,NA,NA,NA,NA,NA,NA,"NE"
"Agamidae","Amphibolurus","Amphibolurus burnsi",-26.76,"no",135,NA,"Diurnal","Carnivorous",NA,"Oviparous",11,NA,"NE"
"Agamidae","Amphibolurus","Amphibolurus centralis",-23.36,"no",103,NA,"Diurnal","Carnivorous",NA,NA,NA,NA,"NE"
"Agamidae","Amphibolurus","Amphibolurus muricatus",-31.67,"no",125,31.2,"Diurnal","Carnivorous","Sit and Wait","Oviparous",12,9,"NE"
"Agamidae","Amphibolurus","Amphibolurus norrisi",-33.48,"no",117,31,"Diurnal","Omnivorous","Sit and Wait","Oviparous",8,12,"LC"
"Scincidae","Amphiglossus","Amphiglossus astrolabi",-20.08,"yes",226,NA,"Diurnal","Carnivorous",NA,"Oviparous",10,NA,"LC"
"Scincidae","Amphiglossus","Amphiglossus reticulatus",-15.51,"yes",220,NA,"Nocturnal",NA,NA,"Oviparous",3,NA,"LC"
"Amphisbaenidae","Amphisbaena","Amphisbaena absaberi",-16.17,"no",242,NA,NA,"Carnivorous",NA,NA,NA,NA,"DD"
"Amphisbaenidae","Amphisbaena","Amphisbaena acrobeles",-10.6,"no",NA,NA,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena alba",-12.29,"no",810,160,"Cathemeral","Carnivorous",NA,"Oviparous",16,NA,"LC"
"Amphisbaenidae","Amphisbaena","Amphisbaena albocingulata",-23.1,"no",138,NA,NA,NA,NA,NA,NA,NA,"LC"
"Amphisbaenidae","Amphisbaena","Amphisbaena anaemariae",-15.43,"no",179,NA,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena angustifrons",-28.79,"no",345,96,NA,"Carnivorous",NA,"Oviparous",3,NA,"LC"
"Amphisbaenidae","Amphisbaena","Amphisbaena anomala",-1.72,"no",273,NA,"Diurnal",NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena arda",-10.82,"no",285,NA,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena arenaria",-9.78,"no",245,NA,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena bahiana",-11.7,"no",215,NA,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena bakeri",18.23,"yes",260,NA,NA,NA,NA,NA,NA,NA,"LC"
"Amphisbaenidae","Amphisbaena","Amphisbaena barbouri",22.71,"yes",177,NA,NA,NA,NA,NA,NA,NA,"LC"
"Amphisbaenidae","Amphisbaena","Amphisbaena bedai",-18.42,"no",290,NA,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena bilabialata",-12.88,"no",307,NA,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena bolivica",-24.66,"no",569,135,NA,NA,NA,NA,NA,NA,"LC"
"Amphisbaenidae","Amphisbaena","Amphisbaena borelli",-19.16,"no",193,91,NA,NA,NA,NA,NA,NA,"LC"
"Amphisbaenidae","Amphisbaena","Amphisbaena brasiliana",-5.27,"no",317,NA,NA,NA,NA,"Oviparous",9,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena brevis",-14.96,"no",137,NA,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena caeca",18.24,"yes",291,NA,NA,"Carnivorous",NA,"Oviparous",NA,NA,"LC"
"Amphisbaenidae","Amphisbaena","Amphisbaena caiari",-9.26,"no",157,NA,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena camura",-24.35,"no",535,NA,"Nocturnal","Carnivorous",NA,NA,NA,NA,"LC"
"Amphisbaenidae","Amphisbaena","Amphisbaena carlgansi",19.86,"yes",168,NA,NA,NA,NA,NA,NA,NA,"NT"
"Amphisbaenidae","Amphisbaena","Amphisbaena carli",-14.04,"no",269,NA,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena carvalhoi",-8.34,"no",129,NA,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena caudalis",18.61,"yes",269,NA,NA,NA,NA,NA,NA,NA,"EN"
"Amphisbaenidae","Amphisbaena","Amphisbaena cayemite",18.62,"yes",220,NA,NA,NA,NA,NA,NA,NA,"CR"
"Amphisbaenidae","Amphisbaena","Amphisbaena cegei",-15.41,"no",229,NA,NA,NA,NA,NA,NA,NA,"LC"
"Amphisbaenidae","Amphisbaena","Amphisbaena crisae",-11.83,"no",149,NA,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena cubana",20.73,"yes",206,NA,NA,"Carnivorous",NA,NA,NA,NA,"LC"
"Amphisbaenidae","Amphisbaena","Amphisbaena cuiabana",-14.91,"no",316,NA,NA,"Carnivorous",NA,"Oviparous",2,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena cunhai",-6.84,"no",550,105,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena darwinii",-29.46,"no",360,NA,NA,"Carnivorous",NA,"Oviparous",8,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena dubia",-25.17,"no",276,NA,"Nocturnal",NA,NA,"Oviparous",4,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena fenestrata",18.39,"yes",242,NA,NA,NA,NA,NA,NA,NA,"EN"
"Amphisbaenidae","Amphisbaena","Amphisbaena filiformis",-6.92,"no",232,NA,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena frontalis",-9.62,"no",284,NA,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena fuliginosa",-4.33,"no",500,105,"Nocturnal","Carnivorous",NA,"Oviparous",NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena gonavensis",18.84,"yes",210,NA,"Nocturnal","Carnivorous",NA,NA,NA,NA,"CR"
"Amphisbaenidae","Amphisbaena","Amphisbaena gracilis",8.94,"no",170,NA,NA,NA,NA,NA,NA,NA,"LC"
"Amphisbaenidae","Amphisbaena","Amphisbaena hastata",-10.97,"no",152,61,"Diurnal",NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena heathi",-5.49,"no",136,56.5,NA,"Carnivorous",NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena heterozonata",-28.93,"no",280,NA,NA,"Carnivorous",NA,NA,NA,NA,"LC"
"Amphisbaenidae","Amphisbaena","Amphisbaena hiata",-27.1,"no",204,NA,NA,NA,NA,NA,NA,NA,"DD"
"Amphisbaenidae","Amphisbaena","Amphisbaena hogei",-24.42,"no",130,NA,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena hyporissor",17.89,"yes",310,NA,"Nocturnal","Carnivorous",NA,NA,NA,NA,"EN"
"Amphisbaenidae","Amphisbaena","Amphisbaena ibijara",-2.95,"no",244.1,74.3,"Nocturnal","Carnivorous",NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena ignatiana",-9.14,"no",188,NA,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena innocens",18.4,"yes",268,NA,NA,NA,NA,"Oviparous",4,NA,"VU"
"Amphisbaenidae","Amphisbaena","Amphisbaena kingii",-33.49,"no",242,NA,NA,"Carnivorous",NA,"Oviparous",4,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena kraoh",-10.84,"no",305,NA,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena leali",18.53,"yes",254,NA,NA,NA,NA,NA,NA,NA,"CR"
"Amphisbaenidae","Amphisbaena","Amphisbaena leeseri",-18.7,"no",156,NA,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena leucocephala",-15.33,"no",364,NA,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena littoralis",-5.24,"no",278,NA,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena lumbricalis",-11.52,"no",201,NA,NA,NA,NA,NA,NA,NA,"DD"
"Amphisbaenidae","Amphisbaena","Amphisbaena manni",18.93,"yes",212,100,"Nocturnal","Carnivorous",NA,"Oviparous",NA,NA,"LC"
"Amphisbaenidae","Amphisbaena","Amphisbaena maranhensis",-7.15,"no",125,NA,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena medemi",10.89,"no",184,NA,"Nocturnal",NA,NA,NA,NA,NA,"DD"
"Amphisbaenidae","Amphisbaena","Amphisbaena mensae",-15.51,"no",130,NA,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena mertensii",-22.63,"no",410,107,NA,"Carnivorous",NA,"Oviparous",8,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena metallurga",-18.9,"no",179,NA,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena miringoera",-10.28,"no",142,NA,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena mitchelli",-2.59,"no",165,68,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena munoai",-31.32,"no",172,NA,NA,"Carnivorous",NA,"Oviparous",2,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena myersi",5.42,"no",188,NA,NA,NA,NA,NA,NA,NA,"DD"
"Amphisbaenidae","Amphisbaena","Amphisbaena neglecta",-14.76,"no",150,NA,NA,NA,NA,NA,NA,NA,"DD"
"Amphisbaenidae","Amphisbaena","Amphisbaena nigricauda",-16.66,"no",168,NA,NA,NA,NA,"Oviparous",2,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena occidentalis",-6.74,"no",262,83,NA,NA,NA,NA,NA,NA,"LC"
"Amphisbaenidae","Amphisbaena","Amphisbaena pericensis",-5.6,"no",153,77,"Diurnal",NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena persephone",-13.88,"no",161,NA,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena plumbea",-37.57,"no",283,100,NA,NA,NA,NA,NA,NA,"LC"
"Amphisbaenidae","Amphisbaena","Amphisbaena polygrammica",-11.07,"no",227,NA,NA,NA,NA,NA,NA,NA,"DD"
"Amphisbaenidae","Amphisbaena","Amphisbaena pretrei",-9.83,"no",462,124,NA,NA,NA,NA,NA,NA,"LC"
"Amphisbaenidae","Amphisbaena","Amphisbaena prunicolor",-25.99,"no",238,NA,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena ridleyi",-3.86,"yes",253,128,NA,"Carnivorous",NA,NA,NA,NA,"LC"
"Amphisbaenidae","Amphisbaena","Amphisbaena roberti",-20.65,"no",268,NA,NA,"Carnivorous",NA,"Oviparous",6,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena rozei",5.5,"no",196,NA,NA,NA,NA,NA,NA,NA,"DD"
"Amphisbaenidae","Amphisbaena","Amphisbaena sanctaeritae",-21.7,"no",165,NA,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena saxosa",-11.42,"no",375,NA,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena schmidti",18.42,"yes",240,NA,NA,NA,NA,NA,NA,NA,"LC"
"Amphisbaenidae","Amphisbaena","Amphisbaena silvestrii",-14.47,"no",162,NA,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena slateri",-12.59,"no",139,112,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena slevini",-0.86,"no",120,59,"Nocturnal","Carnivorous",NA,"Oviparous",NA,NA,"DD"
"Amphisbaenidae","Amphisbaena","Amphisbaena spurelli",6.54,"no",320,NA,NA,NA,NA,NA,NA,NA,"DD"
"Amphisbaenidae","Amphisbaena","Amphisbaena steindachneri",-14.81,"no",243,NA,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena stejnegeri",6.45,"no",265,NA,NA,NA,NA,NA,NA,NA,"DD"
"Amphisbaenidae","Amphisbaena","Amphisbaena supernumeraria",-8.55,"no",195,NA,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena talisiae",-15.82,"no",105,NA,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena townsendi",-4.66,"no",252,NA,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena trachura",-27.18,"no",350,NA,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena tragorrhectes",-1.77,"no",110,NA,NA,NA,NA,NA,NA,NA,"DD"
"Amphisbaenidae","Amphisbaena","Amphisbaena uroxena",-13.16,"no",163,NA,NA,NA,NA,NA,NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena vanzolinii",2.4,"no",153,NA,NA,"Carnivorous",NA,"Oviparous",NA,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena vermicularis",-10.51,"no",325,90,NA,NA,NA,"Oviparous",4,NA,"NE"
"Amphisbaenidae","Amphisbaena","Amphisbaena xera",18.06,"yes",245,NA,NA,NA,NA,NA,NA,NA,"NT"
"Gymnophthalmidae","Anadia","Anadia altaserrania",10.68,"no",76,NA,"Diurnal",NA,NA,NA,NA,NA,"LC"
"Gymnophthalmidae","Anadia","Anadia antioquensis",6.74,"no",89,NA,NA,NA,NA,NA,NA,NA,"VU"
"Gymnophthalmidae","Anadia","Anadia bitaeniata",8.52,"no",87.8,NA,"Diurnal","Carnivorous",NA,NA,NA,NA,"LC"
"Gymnophthalmidae","Anadia","Anadia blakei",9.98,"no",91,NA,NA,NA,NA,NA,NA,NA,"EN"
"Gymnophthalmidae","Anadia","Anadia bogotensis",5.3,"no",64.6,NA,NA,NA,NA,"Oviparous",3,NA,"NT"
"Gymnophthalmidae","Anadia","Anadia brevifrontalis",8.59,"no",99.2,30.5,"Diurnal","Carnivorous",NA,"Oviparous",2,NA,"EN"
"Gymnophthalmidae","Anadia","Anadia bumanguesa",6.95,"no",91.6,NA,"Diurnal","Carnivorous",NA,NA,NA,NA,"DD"
"Gymnophthalmidae","Anadia","Anadia escalerae",5.56,"no",66.7,NA,"Diurnal",NA,NA,NA,NA,NA,"LC"
"Gymnophthalmidae","Anadia","Anadia hobarti",9.23,"no",86.8,NA,"Diurnal","Carnivorous",NA,"Oviparous",2,NA,"NE"
"Gymnophthalmidae","Anadia","Anadia marmorata",10.31,"no",94.9,NA,"Diurnal",NA,NA,NA,NA,NA,"LC"
"Gymnophthalmidae","Anadia","Anadia ocellata",6.46,"no",75,NA,"Diurnal","Carnivorous",NA,NA,NA,NA,"LC"
"Gymnophthalmidae","Anadia","Anadia pamplonensis",7.24,"no",85,NA,NA,NA,NA,NA,NA,NA,"EN"
"Gymnophthalmidae","Anadia","Anadia pariaensis",10.67,"no",87,NA,NA,NA,NA,NA,NA,NA,"EN"
"Gymnophthalmidae","Anadia","Anadia petersi",-2.38,"no",74.3,NA,NA,NA,NA,NA,NA,NA,"DD"
"Gymnophthalmidae","Anadia","Anadia pulchella",10.79,"no",105.9,NA,NA,NA,NA,NA,NA,NA,"NT"
"Gymnophthalmidae","Anadia","Anadia rhombifera",2.61,"no",68,29.8,"Diurnal","Carnivorous","active foraging","Oviparous",2,NA,"LC"
"Gymnophthalmidae","Anadia","Anadia steyeri",10.83,"no",82,29.8,"Diurnal",NA,NA,NA,NA,NA,"LC"
"Gymnophthalmidae","Anadia","Anadia vittata",4.99,"no",67,NA,"Diurnal","Carnivorous","active foraging",NA,NA,NA,"LC"
"Lacertidae","Anatololacerta","Anatololacerta anatolica",38.99,"no",75,22.5,"Diurnal","Carnivorous",NA,"Oviparous",8,36,"LC"
"Lacertidae","Anatololacerta","Anatololacerta budaki",36.83,"no",66,NA,"Diurnal","Carnivorous",NA,"Oviparous",NA,NA,"NE"
"Lacertidae","Anatololacerta","Anatololacerta danfordi",37.2,"no",75,25.8,"Diurnal","Carnivorous",NA,NA,6,NA,"LC"
"Lacertidae","Anatololacerta","Anatololacerta pelasgiana",37.17,"no",67,NA,"Diurnal","Carnivorous",NA,"Oviparous",8,NA,"NE"
"Amphisbaenidae","Ancylocranium","Ancylocranium barkeri",-10.56,"no",245,NA,NA,NA,NA,"Oviparous",1,NA,"DD"
"Amphisbaenidae","Ancylocranium","Ancylocranium ionidesi",-9.48,"no",328,97,NA,NA,NA,"Oviparous",1,NA,"DD"
"Amphisbaenidae","Ancylocranium","Ancylocranium somalicum",3.61,"no",202,NA,NA,NA,NA,NA,NA,NA,"NE"
"Gymnophthalmidae","Andinosaura","Andinosaura afrania",6.38,"no",84.6,NA,"Diurnal",NA,NA,NA,NA,NA,"DD"
"Gymnophthalmidae","Andinosaura","Andinosaura aurea",-3.6,"no",57.4,NA,"Diurnal",NA,NA,NA,NA,NA,"VU"
"Gymnophthalmidae","Andinosaura","Andinosaura crypta",-0.61,"no",69,NA,NA,NA,NA,NA,NA,NA,"EN"
"Gymnophthalmidae","Andinosaura","Andinosaura hyposticta",-0.51,"no",82,NA,NA,NA,NA,NA,NA,NA,"DD"
"Gymnophthalmidae","Andinosaura","Andinosaura kiziriani",-3.01,"no",61,NA,"Diurnal",NA,NA,NA,NA,NA,"NE"
"Gymnophthalmidae","Andinosaura","Andinosaura laevis",4.3,"no",72,NA,NA,NA,NA,NA,NA,NA,"VU"
"Gymnophthalmidae","Andinosaura","Andinosaura oculata",-0.09,"no",88,NA,"Diurnal",NA,"active foraging","Oviparous",3,NA,"EN"
"Gymnophthalmidae","Andinosaura","Andinosaura petrorum",-2.8,"no",76,NA,NA,NA,NA,NA,NA,NA,"EN"
"Gymnophthalmidae","Andinosaura","Andinosaura stellae",1.14,"no",50.1,NA,"Diurnal",NA,NA,NA,NA,NA,"DD"
"Gymnophthalmidae","Andinosaura","Andinosaura vespertina",-3.79,"no",68,NA,"Diurnal",NA,NA,"Oviparous",2,NA,"NE"
"Gymnophthalmidae","Andinosaura","Andinosaura vieta",-1.3,"no",52,NA,NA,NA,NA,NA,NA,NA,"DD"
"Dibamidae","Anelytropsis","Anelytropsis papillosus",22.18,"no",375,77,NA,NA,NA,"Oviparous",NA,NA,"LC"
"Scincidae","Anepischetosia","Anepischetosia maccoyi",-37.33,"no",59,23.4,"Cathemeral","Carnivorous","active foraging","Oviparous",9,NA,"NE"
"Anguidae","Anguis","Anguis cephallonica",37.53,"no",286,NA,"Diurnal","Carnivorous",NA,"Viviparous",15,54,"NT"
