"family","genus","species","latitude","insular_endemic","maximum_svl","hatchling_neonate_svl","activity_time","diet","foraging_mode","reproductive_mode","largest_clutch","age_first_breeding","iucn_redlist_assessment"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus equestris",-3.33,"yes",139,NA,NA,NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus erythrops",19.61,"no",80,NA,"Cathemeral","Carnivorous",NA,"Oviparous",NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus fasciolatus",31,"no",82,NA,"Nocturnal","Carnivorous",NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus feae",20.21,"no",47,NA,"Nocturnal","Carnivorous",NA,NA,NA,NA,"DD"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus fraenatus",7.24,"yes",100,40.8,"Nocturnal","Carnivorous",NA,"Oviparous",3,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus fumosus",-5.8,"yes",88,28,"Nocturnal","Carnivorous","active foraging","Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus gansi",21.26,"no",63,29.3,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus gialaiensis",13.73,"no",62.8,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus gordongekkoi",-8.75,"yes",73,NA,NA,NA,NA,NA,NA,NA,"DD"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus grismeri",10.38,"no",95,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus guakanthanensis",4.76,"no",82.2,33.8,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus gubaot",10.84,"yes",100.1,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus gubernatoris",26.96,"no",53,NA,"Nocturnal","Carnivorous",NA,NA,NA,NA,"NT"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus gunungsenyumensis",3.69,"no",74.7,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus halmahericus",0.86,"yes",73,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus hidupselamanya",5.06,"no",102.7,43.4,"Nocturnal",NA,NA,NA,NA,NA,"VU"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus hikidai",3.86,"yes",102.2,NA,"Nocturnal",NA,NA,"Oviparous",NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus himalayanus",30.83,"no",76,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus hinnamnoensis",17.39,"no",100.6,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus hitchi",-3.66,"yes",79,NA,NA,NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus hontreensis",9.96,"yes",88.9,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus hoskini",-12.85,"no",112,NA,NA,NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus huongsonensis",25.58,"no",89.8,NA,"Nocturnal",NA,NA,"Oviparous",NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus huynhi",10.97,"no",79.8,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus ingeri",5.62,"yes",80.2,NA,"Nocturnal",NA,NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus interdigitalis",17.15,"no",80,NA,"Nocturnal","Carnivorous",NA,"Oviparous",1,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus intermedius",11.94,"no",92,34.5,"Nocturnal","Carnivorous",NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus inthanon",18.59,"no",87.3,NA,"Nocturnal","Carnivorous",NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus irianjayaensis",-0.96,"yes",172,NA,NA,NA,NA,NA,NA,NA,"DD"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus irregularis",12.46,"no",90,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus jaegeri",17.45,"no",68.5,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus jambangan",7.12,"yes",81.5,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus jarakensis",3.99,"yes",67,NA,"Nocturnal",NA,NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus jarujini",18.18,"no",90,NA,"Nocturnal","Carnivorous",NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus jelawangensis",5.34,"no",119.8,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus jellesmae",-2.45,"yes",79,NA,"Nocturnal",NA,NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus jeyporensis",18.67,"no",60.2,NA,"Cathemeral",NA,NA,NA,NA,NA,"CR"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus khammouanensis",17.58,"no",73,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus khasiensis",25.98,"no",90,NA,"Nocturnal","Carnivorous",NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus khelangensis",18.3,"no",95.3,NA,"Nocturnal","Carnivorous",NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus kimberleyensis",-14.28,"yes",45.1,NA,NA,NA,NA,"Oviparous",1,NA,"DD"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus kingsadai",12.92,"no",94,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus klakahensis",-8,"yes",68.1,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus klugei",-11.51,"yes",143,NA,"Nocturnal",NA,NA,NA,NA,NA,"LC"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus kunyai",17.05,"no",87.9,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus laevigatus",-8.67,"yes",47,25,"Nocturnal","Carnivorous",NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus langkawiensis",6.33,"yes",99.8,NA,"Nocturnal",NA,NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus lateralis",4.97,"yes",96,NA,"Nocturnal",NA,NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus lawderanus",30.79,"no",55,NA,"Nocturnal","Carnivorous",NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus leegrismeri",4.8,"yes",92,NA,"Nocturnal",NA,NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus lekaguli",7.99,"no",103.5,38,"Nocturnal",NA,NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus lenggongensis",5.11,"no",103.1,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus lenya",11.6,"no",74,NA,NA,NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus linnoensis",16.84,"no",78,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus linnwayensis",21.22,"no",101.7,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus lomyenensis",17.76,"no",71.2,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus loriae",-9.2,"yes",156,48,"Nocturnal","Carnivorous","active foraging",NA,NA,NA,"LC"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus louisiadensis",-9.89,"yes",138,64,"Nocturnal","Carnivorous","active foraging","Oviparous",2,NA,"LC"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus macrotuberculatus",6.57,"no",120.1,44.5,"Nocturnal",NA,NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus majulah",1.38,"yes",68.5,NA,"Nocturnal",NA,NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus malayanus",2.47,"yes",117.8,NA,"Nocturnal",NA,"Sit and Wait","Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus mamanwa",9.84,"yes",92,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus mandalayensis",21.08,"no",61.7,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus markuscombaii",26.95,"no",72.2,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus marmoratus",-2.83,"yes",85.7,28,"Nocturnal","Carnivorous",NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus martini",22.38,"no",96.2,NA,"Nocturnal",NA,NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus martinstolli",26.95,"no",82,NA,"Nocturnal",NA,NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus matsuii",5.42,"yes",105,NA,"Nocturnal","Carnivorous",NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus mcdonaldi",-16.66,"no",105,39.5,"Nocturnal","Carnivorous",NA,"Oviparous",2,12,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus medioclivus",-5.28,"yes",103.4,NA,NA,NA,NA,NA,NA,NA,"DD"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus metropolis",3.23,"no",82.2,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus mimikanus",-3.78,"yes",103,NA,NA,NA,NA,NA,NA,NA,"LC"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus minor",-5.86,"yes",72,NA,"Nocturnal",NA,NA,NA,NA,NA,"DD"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus multiporus",17.54,"no",98,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus murua",-9.12,"yes",113,NA,NA,NA,NA,NA,NA,NA,"DD"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus nebulosus",20.1,"no",54,NA,"Nocturnal","Carnivorous",NA,NA,NA,NA,"LC"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus nepalensis",29.31,"no",72.6,NA,"Nocturnal","Carnivorous","Sit and Wait",NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus nigriocularis",11.4,"no",107.5,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus novaeguineae",-6.13,"yes",129,57.6,"Nocturnal",NA,NA,NA,NA,NA,"LC"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus nuaulu",-3.2,"yes",88.4,35.7,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus oldhami",18.74,"no",77,27,"Nocturnal","Carnivorous",NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus otai",20.74,"no",92.5,NA,"Nocturnal",NA,NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus pageli",18.92,"no",89,NA,"Nocturnal",NA,NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus pantiensis",2.38,"no",77.2,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus papilionoides",16.78,"no",93,34.5,"Nocturnal","Carnivorous",NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus papuensis",-5.77,"yes",69.6,36,NA,NA,NA,NA,NA,NA,"LC"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus paradoxus",10.28,"no",84,28,"Nocturnal",NA,NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus payacola",4.14,"no",67.7,NA,"Nocturnal",NA,NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus payarhtanensis",11.12,"no",83,NA,NA,NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus peguensis",17.39,"no",85,29,"Nocturnal","Carnivorous",NA,"Oviparous",2,12,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus petani",-7.43,"yes",57.2,NA,"Nocturnal","Carnivorous",NA,"Oviparous",NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus pharbaungensis",16.29,"no",70.4,NA,NA,NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus phetchaburiensis",12.79,"no",63.2,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus philippinicus",14.34,"yes",97.6,33.1,"Nocturnal","Carnivorous",NA,"Oviparous",2,NA,"LC"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus phongnhakebangensis",17.6,"no",104.4,NA,"Nocturnal","Carnivorous",NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus phuketensis",8.05,"yes",114.7,NA,"Nocturnal","Carnivorous",NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus phuocbinhensis",12.07,"no",60.4,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus phuquocensis",10.27,"yes",85.8,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus pronarus",-13.86,"no",132.5,NA,NA,"Carnivorous",NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus psarops",-5.35,"yes",82,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus pseudoquadrivirgatus",15.26,"no",87.5,NA,"Nocturnal","Carnivorous",NA,"Oviparous",1,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus pubisulcus",2.84,"yes",77,NA,"Nocturnal","Carnivorous","Sit and Wait","Oviparous",2,9,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus puhuensis",20.55,"no",79.2,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus pulchellus",5.38,"no",125.2,33,"Nocturnal","Carnivorous",NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus pyinyaungensis",20.87,"no",71.7,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus quadrivirgatus",4.21,"no",75.3,25.5,"Nocturnal","Carnivorous",NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus ramboda",7.04,"yes",99.1,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus ranongensis",9.35,"no",59.6,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus redimiculus",9.24,"yes",94.2,NA,"Nocturnal",NA,NA,"Oviparous",2,NA,"NT"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus rex",-4.16,"yes",172,NA,NA,NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus rishivalleyensis",13.66,"no",52.8,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus robustus",-11.36,"yes",161,NA,"Nocturnal",NA,NA,NA,NA,NA,"LC"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus roesleri",17.76,"no",75.3,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus rosichonariefi",3.67,"yes",54.6,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus rubidus",12.47,"yes",80,NA,"Nocturnal","Carnivorous",NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus rufford",17.5,"no",72.5,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus russelli",25.45,"no",116,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus sadanensis",16.74,"no",73.8,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus sadansinensis",16.53,"no",69.6,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus sadleiri",-10.49,"yes",88,NA,"Nocturnal","Carnivorous",NA,"Oviparous",2,6,"EN"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus saiyok",14.2,"no",61,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus salomonensis",-7.94,"yes",142,NA,"Nocturnal","Carnivorous","active foraging",NA,NA,NA,"NT"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus samroiyot",12.17,"no",66.9,NA,"Nocturnal",NA,NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus sangi",11.7,"no",56.3,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus sanook",10.51,"no",79.5,NA,"Nocturnal",NA,"active foraging",NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus sanpelensis",16.37,"no",73.9,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus semenanjungensis",0.03,"no",71.1,NA,"Nocturnal",NA,NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus semiadii",-7.3,"yes",47.1,NA,"Nocturnal",NA,NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus semicinctus",-1.74,"yes",89,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus seribuatensis",2.39,"yes",75,26.5,"Nocturnal","Carnivorous","active foraging","Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus sermowaiensis",-4,"yes",105,NA,NA,NA,NA,"Oviparous",1,NA,"LC"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus serratus",-6.37,"yes",160,NA,"Nocturnal",NA,NA,NA,NA,NA,"LC"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus sharkari",4.7,"no",100.1,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus shwetaungorum",20.85,"no",102.2,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus sinyineensis",16.74,"no",91.6,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus slowinskii",22,"no",108,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus soba",7.39,"yes",105.7,39.5,"Nocturnal","Carnivorous",NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus sommerladi",17.3,"no",80.3,NA,"Nocturnal",NA,NA,"Oviparous",NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus soni",20.42,"no",103,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus sonlaensis",21.1,"no",83.2,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus soudthichaki",17.56,"no",70,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus speciosus",11.14,"no",54,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus spelaeus",18.16,"no",91,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus spinosus",-1.45,"yes",83.2,NA,"Nocturnal",NA,NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus srilekhae",13.16,"no",50,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus stresemanni",NA,"no",95.5,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus subsolanus",6.42,"yes",104.6,NA,"Nocturnal","Carnivorous",NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus sumonthai",12.88,"no",80.7,25.2,"Nocturnal","Carnivorous",NA,"Oviparous",2,24,"DD"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus sumuroi",11.82,"yes",84.9,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus surin",9.46,"yes",80.4,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus sworderi",3.94,"no",80.1,NA,"Nocturnal",NA,NA,"Oviparous",2,NA,"DD"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus tahuna",3.61,"yes",79.2,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus takouensis",10.83,"no",81.1,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus tamaiensis",27.7,"no",90,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus tambora",-8.12,"yes",47.4,NA,"Nocturnal",NA,NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus tanim",-5.5,"yes",96.7,NA,"Nocturnal",NA,NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus tautbatorum",9.15,"yes",68.7,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus taynguyenensis",14.34,"no",85,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus tebuensis",5.6,"no",85,NA,"Nocturnal",NA,NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus teyniei",18.17,"no",89.9,NA,"Diurnal",NA,"Sit and Wait",NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus thirakhupti",9.57,"no",80,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus thochuensis",9.3,"yes",86.3,NA,"Nocturnal",NA,NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus thuongae",11.36,"no",77.6,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus tibetanus",29.72,"no",54,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus tigroides",14.12,"no",85,NA,"Nocturnal","Carnivorous",NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus timur",5.6,"no",120.5,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus tiomanensis",2.75,"yes",87,NA,"Nocturnal","Carnivorous",NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus triedrus",7.05,"yes",62,23,"Nocturnal","Carnivorous",NA,"Oviparous",2,NA,"NT"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus trilatofasciatus",4.41,"no",122.2,NA,"Nocturnal","Carnivorous",NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus tripartitus",-10.67,"yes",148,NA,"Nocturnal",NA,NA,NA,NA,NA,"LC"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus tuberculatus",-15.45,"no",140,44.5,"Nocturnal","Carnivorous",NA,"Oviparous",2,12,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus varadgirii",19.91,"no",56,NA,"Nocturnal",NA,NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus variegatus",17.03,"no",71,NA,"Nocturnal","Carnivorous",NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus vilaphongi",19.81,"no",86.1,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus wakeorum",18.12,"no",64,33,"Nocturnal",NA,NA,"Oviparous",2,NA,"DD"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus wallacei",-3.44,"yes",113.6,NA,NA,NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus wangkulangkulae",7.09,"no",73.9,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus wayakonei",20.73,"no",92.5,NA,"Nocturnal",NA,NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Cyrtodactylus","Cyrtodactylus welpyanensis",17.2,"no",70.6,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
